CALLE,ALT PLANO,DIRECCION,coord_X,coord_Y,COMUNA,BARRIO,L1,l1_sen,L2,l2_sen,L3,l3_sen,L4,l4_sen,L5,l5_sen,L6,l6_sen
ALMAFUERTE AV.,"806",806 ALMAFUERTE AV.,-58.415521,-34.647467,"4",NUEVA POMPEYA,"115",V,"164",V,,,,,,,,
FAMATINA,"3787",3787 FAMATINA,-58.414961,-34.647053,"4",NUEVA POMPEYA,"91",I,"150",I,,,,,,,,
ACHALA,"3679",3679 ACHALA,-58.415381,-34.642257,"4",NUEVA POMPEYA,"28",I,"32",I,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"6349","6399 FIGUEROA ALCORTA, PRES. AV.",-58.434362,-34.553659,"14",PALERMO,"34",V,,,,,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","4525","4613 DELLEPIANE, LUIS, TTE. GRAL.",-58.473065,-34.662668,"8",VILLA LUGANO,"56",V,,,,,,,,,,
USPALLATA,"3718",3718 USPALLATA,-58.415692,-34.641552,"4",NUEVA POMPEYA,"133",V,,,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"6345","6311 FIGUEROA ALCORTA, PRES. AV.",-58.433744,-34.55415,"14",PALERMO,"160",V,,,,,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","4735","4735 DELLEPIANE, LUIS, TTE. GRAL.",-58.474298,-34.665484,"8",VILLA LUGANO,"50",I,"56",I,,,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","4781","4781 DELLEPIANE, LUIS, TTE. GRAL.",-58.4745,-34.665986,"8",VILLA LUGANO,"86",I,"193",I,,,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","5047","5047 DELLEPIANE, LUIS, TTE. GRAL.",-58.475122,-34.667227,"8",VILLA LUGANO,"50",I,"56",I,,,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","5087","5087 DELLEPIANE, LUIS, TTE. GRAL.",-58.475627,-34.667709,"8",VILLA LUGANO,"193",I,"86",I,,,,,,,,
DIOGENES TABORDA,"6","7 TABORDA, DIOGENES",-58.413086,-34.638604,"4",NUEVA POMPEYA,"115",V,"164",V,,,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","5493","5493 DELLEPIANE, LUIS, TTE. GRAL.",-58.477147,-34.672068,"8",VILLA LUGANO,"86",I,"193",I,,,,,,,,
DIOGENES TABORDA,"22","22 TABORDA, DIOGENES",-58.413046,-34.638758,"4",NUEVA POMPEYA,"128",V,,,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"6011","5999 FIGUEROA ALCORTA, PRES. AV.",-58.429969,-34.557215,"14",PALERMO,"37",V,"160",V,"166",V,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","5681","5681 DELLEPIANE, LUIS, TTE. GRAL.",-58.478309,-34.674682,"8",VILLA LUGANO,"56",I,,,,,,,,,,
CASEROS AV.,"3330",3330 CASEROS AV.,-58.411918,-34.638287,"4",NUEVA POMPEYA,"65",V,"101",I,,,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","5681","5681 DELLEPIANE, LUIS, TTE. GRAL.",-58.478311,-34.674703,"8",VILLA LUGANO,"86",I,"193",I,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"6001","5929 FIGUEROA ALCORTA, PRES. AV.",-58.429312,-34.557616,"14",PALERMO,"37",V,"160",V,,,,,,,,
CASEROS AV.,"3328",3328 CASEROS AV.,-58.4121,-34.638319,"4",NUEVA POMPEYA,"25",V,"50",V,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"5689","5689 FIGUEROA ALCORTA, PRES. AV.",-58.426957,-34.559445,"14",PALERMO,"34",V,"130",I,,,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","5702","5702 DELLEPIANE, LUIS, TTE. GRAL.",-58.477725,-34.675606,"8",VILLA LUGANO,"86",V,"193",V,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"5571","5571 FIGUEROA ALCORTA, PRES. AV.",-58.425754,-34.560452,"14",PALERMO,"37",V,"160",V,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"5555","5555 FIGUEROA ALCORTA, PRES. AV.",-58.425567,-34.5606,"14",PALERMO,"34",V,"160",V,,,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","5450","5450 DELLEPIANE, LUIS, TTE. GRAL.",-58.476051,-34.672308,"8",VILLA LUGANO,"56",V,"50",V,"86",V,"193",V,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","5250","5250 DELLEPIANE, LUIS, TTE. GRAL.",-58.475109,-34.670003,"8",VILLA LUGANO,"50",V,"101",I,"7",V,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","4886","4886 DELLEPIANE, LUIS, TTE. GRAL.",-58.473467,-34.666403,"8",VILLA LUGANO,"86",V,"56",V,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"5500","5500 FIGUEROA ALCORTA, PRES. AV.",-58.425293,-34.560749,"14",PALERMO,"130",I,,,,,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","5076","5076 DELLEPIANE, LUIS, TTE. GRAL.",-58.474437,-34.668484,"8",VILLA LUGANO,"7",V,,,,,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","4970","4970 DELLEPIANE, LUIS, TTE. GRAL.",-58.473926,-34.667397,"8",VILLA LUGANO,"56",V,,,,,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","4746","4746 DELLEPIANE, LUIS, TTE. GRAL.",-58.47297,-34.665252,"8",VILLA LUGANO,"86",V,"193",V,,,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","4602","4602 DELLEPIANE, LUIS, TTE. GRAL.",-58.472491,-34.664219,"8",VILLA LUGANO,"56",V,,,,,,,,,,
ANDRES BELLO Y DE LOS OMBUES AV.,,"BELLO, ANDRES & DE LOS OMBUES AV.",-58.426839,-34.560924,"14",PALERMO,"37",I,"130",V,"160",I,,,,,,
SAENZ AV.,"849",849 SAENZ AV.,-58.416473,-34.650155,"4",NUEVA POMPEYA,"115",I,"91",I,,,,,,,,
ANDRES BELLO Y DE LOS OMBUES AV.,,"BELLO, ANDRES & DE LOS OMBUES AV.",-58.427963,-34.560217,"14",PALERMO,"37",I,"130",V,"160",I,,,,,,
SAENZ AV.,"866",866 SAENZ AV.,-58.416168,-34.65035,"4",NUEVA POMPEYA,"128",V,"160",V,,,,,,,,
SAENZ AV.,"963",963 SAENZ AV.,-58.416508,-34.65134,"4",NUEVA POMPEYA,"15",V,"160",I,,,,,,,,
SAENZ AV.,"940",940 SAENZ AV.,-58.416194,-34.65125,"4",NUEVA POMPEYA,"15",I,,,,,,,,,,
SAENZ AV.,"1047",1047 SAENZ AV.,-58.416507,-34.652659,"4",NUEVA POMPEYA,"9",I,"75",I,,,,,,,,
SAENZ AV.,"1150",1150 SAENZ AV.,-58.416303,-34.653874,"4",NUEVA POMPEYA,"164",V,"119",V,"31",V,"32",V,,,,
SAENZ AV.,"1220",1220 SAENZ AVE,-58.416242,-34.654957,"4",NUEVA POMPEYA,"188",V,,,,,,,,,,
SAENZ AV.,"1230",1230 SAENZ AVE,-58.416245,-34.655042,"4",NUEVA POMPEYA,"177",V,"178",V,"179",V,,,,,,
SAENZ AV.,"1258",1258 SAENZ AV.,-58.416253,-34.655269,"4",NUEVA POMPEYA,"32",V,"46",I,"164",V,,,,,,
SAENZ AV.,"1259",1259 SAENZ AV.,-58.416629,-34.655864,"4",NUEVA POMPEYA,"178",I,,,,,,,,,,
PUEYRREDON AV.,"866",866 PUEYRREDON AV.,-58.404414,-34.600297,"3",BALVANERA,"41",V,,,,,,,,,,
PUEYRREDON AV.,"854",854 PUEYRREDON AV.,-58.404439,-34.600374,"3",BALVANERA,"64",V,"118",V,,,,,,,,
SAENZ AV.,"1143",1143 SAENZ AV.,-58.41659,-34.653481,"4",NUEVA POMPEYA,"158",I,,,,,,,,,,
PUEYRREDON AV.,"778",778 PUEYRREDON AV.,-58.40468,-34.601129,"3",BALVANERA,"188",I,,,,,,,,,,
PUEYRREDON AV.,"730",730 PUEYRREDON AV.,-58.404826,-34.601585,"3",BALVANERA,"132",V,,,,,,,,,,
PUEYRREDON AV.,"706",706 PUEYRREDON AV.,-58.404861,-34.601695,"3",BALVANERA,"62",I,,,,,,,,,,
PUEYRREDON AV.,"684",684 PUEYRREDON AV.,-58.404967,-34.602109,"3",BALVANERA,"118",V,,,,,,,,,,
ESQUIU,"962",962 ESQUIU,-58.417005,-34.651986,"4",NUEVA POMPEYA,"150",V,,,,,,,,,,
PUEYRREDON AV.,"670",670 PUEYRREDON AV.,-58.405023,-34.602348,"3",BALVANERA,"101",V,,,,,,,,,,
ESQUIU,"963",963 ESQUIU,-58.41737,-34.651855,"4",NUEVA POMPEYA,"150",I,,,,,,,,,,
PUEYRREDON AV.,"634",634 PUEYRREDON AV.,-58.405139,-34.602843,"3",BALVANERA,"41",V,,,,,,,,,,
PUEYRREDON AV.,"628",628 PUEYRREDON AV.,-58.405165,-34.602951,"3",BALVANERA,"68",V,"75",I,,,,,,,,
PUEYRREDON AV.,"616",616 PUEYRREDON AV.,-58.405169,-34.602969,"3",BALVANERA,"64",V,,,,,,,,,,
PUEYRREDON AV.,"406",406 PUEYRREDON AV.,-58.405759,-34.605371,"3",BALVANERA,"62",I,"118",V,,,,,,,,
PUEYRREDON AV.,"362",362 PUEYRREDON AV.,-58.405941,-34.606096,"3",BALVANERA,"57",I,"194",V,,,,,,,,
PUEYRREDON AV.,"336",336 PUEYRREDON AV.,-58.40596,-34.606175,"3",BALVANERA,"64",V,,,,,,,,,,
PUEYRREDON AV.,"280",280 PUEYRREDON AV.,-58.406118,-34.606888,"3",BALVANERA,"115",I,,,,,,,,,,
PUEYRREDON AV.,"266",266 PUEYRREDON AVE,-58.406157,-34.607017,"3",BALVANERA,"101",V,,,,,,,,,,
PUEYRREDON AV.,"234",234 PUEYRREDON AVE,-58.406171,-34.607109,"3",BALVANERA,"132",V,,,,,,,,,,
PUEYRREDON AV.,"228",228 PUEYRREDON AVE,-58.406193,-34.607356,"3",BALVANERA,"41",V,,,,,,,,,,
PUEYRREDON AV.,"110",110 PUEYRREDON AV.,-58.406155,-34.60855,"3",BALVANERA,"64",V,,,,,,,,,,
PUEYRREDON AV.,"16",16 PUEYRREDON AV.,-58.406552,-34.61016,"3",BALVANERA,"68",V,"41",V,"132",V,,,,,,
JUJUY AV.,"47",47 JUJUY AV.,-58.406029,-34.610717,"3",BALVANERA,"8",I,"86",I,,,,,,,,
JUJUY AV.,"129",129 JUJUY AV.,-58.405832,-34.611565,"3",BALVANERA,"115",I,"129",I,,,,,,,,
JUJUY AV.,"139",139 JUJUY AV.,-58.405818,-34.611703,"3",BALVANERA,"101",V,"118",V,,,,,,,,
JUJUY AV.,"161",161 JUJUY AV.,-58.405768,-34.612011,"3",BALVANERA,"62",I,"188",I,,,,,,,,
JUJUY AV.,"365",365 JUJUY AV.,-58.405772,-34.614098,"3",BALVANERA,"129",I,,,,,,,,,,
JUJUY AV.,"335",335 JUJUY AV.,-58.405245,-34.613898,"3",BALVANERA,"62",I,,,,,,,,,,
JUJUY AV.,"313",313 JUJUY AV.,-58.405772,-34.614098,"3",BALVANERA,"188",I,,,,,,,,,,
JUJUY AV.,"745",745 JUJUY AV.,-58.403948,-34.617917,"3",BALVANERA,"62",I,"118",V,,,,,,,,
JUJUY AV.,"759",759 JUJUY AV.,-58.403871,-34.618138,"3",BALVANERA,"188",I,"129",I,,,,,,,,
JUJUY AV.,"1051",1051 JUJUY AV.,-58.402715,-34.621904,"3",SAN CRISTOBAL,"129",I,"188",I,,,,,,,,
JUJUY AV.,"1169",1169 JUJUY AV.,-58.402375,-34.62336,"3",SAN CRISTOBAL,"62",I,"118",V,,,,,,,,
JUJUY AV.,"1197",1197 JUJUY AV.,-58.402341,-34.623507,"3",SAN CRISTOBAL,"129",I,,,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"5055","5055 ALBERDI, JUAN BAUTISTA AV.",-58.4965,-34.645952,"9",MATADEROS,"49",I,"88",I,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"5079","5079 ALBERDI, JUAN BAUTISTA AV.",-58.496651,-34.646091,"9",MATADEROS,"4",V,,,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"5283","5283 ALBERDI, JUAN BAUTISTA AV.",-58.498133,-34.647456,"9",MATADEROS,"63",I,"88",I,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"5283","5283 ALBERDI, JUAN BAUTISTA AV.",-58.498251,-34.647564,"9",MATADEROS,"180",I,"49",I,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"5493","5493 ALBERDI, JUAN BAUTISTA AV.",-58.499556,-34.648768,"9",MATADEROS,"49",I,"180",I,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"5497","5497 ALBERDI, JUAN BAUTISTA AV.",-58.499756,-34.648952,"9",MATADEROS,"63",I,"88",I,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"5717","5717 ALBERDI, JUAN BAUTISTA AV.",-58.501558,-34.650613,"9",MATADEROS,"88",I,"49",I,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"5775","5775 ALBERDI, JUAN BAUTISTA AV.",-58.501969,-34.650992,"9",MATADEROS,"63",I,"180",I,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"6055","6055 ALBERDI, JUAN BAUTISTA AV.",-58.504461,-34.653275,"9",MATADEROS,"88",I,"180",I,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"6071","6071 ALBERDI, JUAN BAUTISTA AV.",-58.504621,-34.653428,"9",MATADEROS,"49",I,"63",I,,,,,,,,
DEL LIBERTADOR AV.,"1630",1630 DEL LIBERTADOR AV.,-58.396808,-34.583344,"2",RECOLETA,"67",V,,,,,,,,,,
DEL LIBERTADOR AV.,"1630",1630 DEL LIBERTADOR AV.,-58.396332,-34.583407,"2",RECOLETA,"130",V,,,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"6267",6267 ALBERDI JUAN BAUTISTA AVE,-58.506309,-34.654802,"9",MATADEROS,"49",I,"88",I,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"6267",6267 ALBERDI JUAN BAUTISTA AVE,-58.506325,-34.654814,"9",MATADEROS,"63",I,"180",I,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"6479","6479 ALBERDI, JUAN BAUTISTA AV.",-58.507817,-34.655909,"9",MATADEROS,"88",I,,,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"2999","2999 FIGUEROA ALCORTA, PRES. AV.",-58.397977,-34.580651,"2",RECOLETA,"67",I,"130",I,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"6791","6791 ALBERDI, JUAN BAUTISTA AV.",-58.510403,-34.657718,"9",MATADEROS,"49",I,,,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"2263","2263 FIGUEROA ALCORTA, PRES. AV.",-58.39237,-34.583292,"2",RECOLETA,"67",I,"130",I,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"6991","6991 ALBERDI, JUAN BAUTISTA AV.",-58.51225,-34.658904,"9",MATADEROS,"49",I,,,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"2255","2255 FIGUEROA ALCORTA, PRES. AV.",-58.392288,-34.583329,"2",RECOLETA,"130",I,,,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"2085","2085 FIGUEROA ALCORTA, PRES. AV.",-58.389885,-34.584117,"2",RECOLETA,"62",I,"130",I,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"2001","2001 FIGUEROA ALCORTA, PRES. AV.",-58.389704,-34.584316,"2",RECOLETA,"92",I,,,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"2075","2075 FIGUEROA ALCORTA, PRES. AV.",-58.389614,-34.584327,"2",RECOLETA,"93",V,,,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"2035","2035 FIGUEROA ALCORTA, PRES. AV.",-58.389334,-34.584449,"2",RECOLETA,"110",I,,,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"7387","7387 ALBERDI, JUAN BAUTISTA AV.",-58.51658,-34.661373,"9",MATADEROS,"88",I,,,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"7391","7391 ALBERDI, JUAN BAUTISTA AV.",-58.516545,-34.661353,"9",MATADEROS,"49",I,"55",I,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"2061","2061 FIGUEROA ALCORTA, PRES. AV.",-58.38937,-34.584481,"2",RECOLETA,"124",I,,,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"2079","2079 FIGUEROA ALCORTA, PRES. AV.",-58.389627,-34.584312,"2",RECOLETA,"17",I,,,,,,,,,,
PUEYRREDON AV.,"2577",2577 PUEYRREDON AV.,-58.39201,-34.584965,"2",RECOLETA,"61",I,,,,,,,,,,
PUEYRREDON AV.,"2561",2561 PUEYRREDON AV.,-58.392275,-34.584976,"9",RECOLETA,"93",I,,,,,,,,,,
PUEYRREDON AV.,"2539",2539 PUEYRREDON AV.,-58.392712,-34.585312,"2",RECOLETA,"92",V,,,,,,,,,,
DEL LIBERTADOR AV.,"1436",1436 DEL LIBERTADOR AV.,-58.392681,-34.584512,"2",RECOLETA,"67",V,,,,,,,,,,
DEL LIBERTADOR AV.,"1436",1436 DEL LIBERTADOR AV.,-58.392544,-34.584554,"2",RECOLETA,"130",V,,,,,,,,,,
PUEYRREDON AV.,"2434",2434 PUEYRREDON AV.,-58.39457,-34.586059,"2",RECOLETA,"62",I,"92",I,"93",V,,,,,,
PUEYRREDON AV.,"2339",2339 PUEYRREDON AV.,-58.395716,-34.586837,"2",RECOLETA,"61",I,"92",V,"93",I,,,,,,
PUEYRREDON AV.,"2256",2256 PUEYRREDON AV.,-58.39669,-34.587151,"2",RECOLETA,"62",I,,,,,,,,,,
AYACUCHO,"1834",1834 AYACUCHO,-58.390624,-34.588845,"2",RECOLETA,"17",I,"110",I,,,,,,,,
CALLAO AV.,"1747",1747 CALLAO AV.,-58.389498,-34.589722,"2",RECOLETA,"110",V,,,,,,,,,,
CALLAO AV.,"1769",1769 CALLAO AV.,-58.389273,-34.589519,"2",RECOLETA,"17",V,"124",V,,,,,,,,
CALLAO AV.,"1921",1921 CALLAO AV.,-58.387818,-34.588216,"2",RECOLETA,"124",V,,,,,,,,,,
CALLAO AV.,"2057",2057 CALLAO AV.,-58.386352,-34.587079,"2",RECOLETA,"110",V,,,,,,,,,,
DEL LIBERTADOR AV.,"952",952 DEL LIBERTADOR AV.,-58.385532,-34.586934,"2",RECOLETA,"92",V,"93",I,,,,,,,,
DEL LIBERTADOR AV.,"930",930 DEL LIBERTADOR AV.,-58.385416,-34.586997,"2",RECOLETA,"61",I,"130",V,,,,,,,,
DEL LIBERTADOR AV.,"918",918 DEL LIBERTADOR AV.,-58.385289,-34.587066,"2",RECOLETA,"67",V,"124",I,,,,,,,,
DEL LIBERTADOR AV.,"911",911 DEL LIBERTADOR AV.,-58.38528,-34.586741,"2",RECOLETA,"92",I,"93",V,,,,,,,,
DEL LIBERTADOR AV.,"925",925 DEL LIBERTADOR AV.,-58.385299,-34.586674,"2",RECOLETA,"67",I,"130",I,"62",I,,,,,,
DEL LIBERTADOR AV.,"1206",1206 DEL LIBERTADOR AV.,-58.388941,-34.585335,"2",RECOLETA,"61",I,"92",V,"93",I,,,,,,
DEL LIBERTADOR AV.,"1208",1208 DEL LIBERTADOR AV.,-58.389254,-34.585227,"2",RECOLETA,"67",V,"124",I,"130",V,,,,,,
CABILDO AV.,"2811",2811 CABILDO AV.,-58.461648,-34.55619,"13",BELGRANO,"152",I,,,,,,,,,,
CABILDO AV.,"2847",2847 CABILDO AV.,-58.461937,-34.55588,"13",BELGRANO,"59",I,"133",I,,,,,,,,
CABILDO AV.,"2897",2897 CABILDO AV.,-58.462194,-34.55561,"13",BELGRANO,"68",I,"161",I,,,,,,,,
CABILDO AV.,"2921",2921 CABILDO AV.,-58.462641,-34.55514,"13",NUÑEZ,"168",I,"184",I,,,,,,,,
CABILDO AV.,"3127",3127 CABILDO AV.,-58.464575,-34.55319,"13",NUÑEZ,"59",I,"152",I,,,,,,,,
CABILDO AV.,"3161",3161 CABILDO AV.,-58.4648,-34.55291,"13",NUÑEZ,"68",I,"161",I,,,,,,,,
CABILDO AV.,"3225",3225 CABILDO AV.,-58.46511,-34.55253,"13",NUÑEZ,"60",I,,,,,,,,,,
CABILDO AV.,"3273",3273 CABILDO AV.,-58.465418,-34.55215,"13",NUÑEZ,"133",I,"168",I,,,,,,,,
CABILDO AV.,"3307",3307 CABILDO AV.,-58.46568,-34.55183,"13",NUÑEZ,"29",I,"184",I,,,,,,,,
CABILDO AV.,"3611",3611 CABILDO AV.,-58.467599,-34.549598,"13",NUÑEZ,"59",I,"152",I,,,,,,,,
CABILDO AV.,"3631",3631 CABILDO AV.,-58.467754,-34.549395,"13",NUÑEZ,"60",I,"68",I,"161",I,,,,,,
CABILDO AV.,"3663",3663 CABILDO AV.,-58.467881,-34.549227,"13",NUÑEZ,"133",I,"168",I,"184",I,,,,,,
CABILDO AV.,"4077",4077 CABILDO AV.,-58.470206,-34.546226,"13",NUÑEZ,"59",I,"152",I,,,,,,,,
CABILDO AV.,"4179",4179 CABILDO AV.,-58.470525,-34.545796,"13",NUÑEZ,"60",I,"133",I,,,,,,,,
CABILDO AV.,"4415",4415 CABILDO AV.,-58.472173,-34.543539,"13",NUÑEZ,"59",I,"152",I,,,,,,,,
CABILDO AV.,"4541",4541 CABILDO AV.,-58.472749,-34.542799,"13",NUÑEZ,"60",I,"133",I,,,,,,,,
RAMALLO,"1896",1896 RAMALLO,-58.467535,-34.54049,"13",NUÑEZ,"130",V,,,,,,,,,,
DEL LIBERTADOR AV.,"7790",7790 DEL LIBERTADOR AV.,-58.46202,-34.54284,"13",NUÑEZ,"15",V,"28",I,"29",V,"130",V,,,,
DEL LIBERTADOR AV.,"7191",7191 DEL LIBERTADOR AV.,-58.457,-34.54687,"13",NUÑEZ,"15",I,"28",V,"29",I,"130",I,,,,
DEL LIBERTADOR AV.,"6690",6690 DEL LIBERTADOR AV.,-58.45297,-34.55066,"13",BELGRANO,"107",V,"130",V,,,,,,,,
MONTEVIDEO,"1308",1308 MONTEVIDEO,-58.390115,-34.594122,"2",RECOLETA,"10",I,"59",V,,,,,,,,
RODRIGUEZ PEÑA,"1814",1814 RODRIGUEZ PEÑA,-58.387841,-34.589823,"2",RECOLETA,"124",I,,,,,,,,,,
ALVEAR AV.,"1998",1998 ALVEAR AV.,-58.390026,-34.587165,"2",RECOLETA,"17",I,"110",I,,,,,,,,
SAENZ AV.,"1374",1374 SAENZ AV.,-58.416228,-34.657541,"4",NUEVA POMPEYA,"42",V,"46",V,,,,,,,,
AMANCIO ALCORTA AV.,"4020","4020 ALCORTA, AMANCIO AV.",-58.41516,-34.656436,"4",NUEVA POMPEYA,"44",I,,,,,,,,,,
AMANCIO ALCORTA AV.,"3887","3887 ALCORTA, AMANCIO AV.",-58.414027,-34.655327,"4",NUEVA POMPEYA,"42",V,"46",I,,,,,,,,
AMANCIO ALCORTA AV.,"4005","4005 ALCORTA, AMANCIO AV.",-58.415162,-34.656053,"4",NUEVA POMPEYA,"46",I,,,,,,,,,,
ROMERO,"414",414 ROMERO,-58.415344,-34.65224,"4",NUEVA POMPEYA,"179",I,,,,,,,,,,
TRAFUL,"3876",3876 TRAFUL,-58.415705,-34.652176,"4",NUEVA POMPEYA,"46",I,"70",I,,,,,,,,
TRAFUL,"3871",3871 TRAFUL,-58.415568,-34.651736,"4",NUEVA POMPEYA,"178",I,,,,,,,,,,
TRAFUL,"3887",3887 TRAFUL,-58.415658,-34.651724,"4",NUEVA POMPEYA,"70",V,,,,,,,,,,
ABRAHAM J. LUPPI,"914","910 LUPPI, ABRAHAM J.",-58.416709,-34.650922,"4",NUEVA POMPEYA,"164",I,,,,,,,,,,
DORREGO AV.,"1606",1606 DORREGO,-58.444259,-34.582812,"13",COLEGIALES,"108",I,,,,,,,,,,
ALVAREZ THOMAS AV.,"112",112 ALVAREZ THOMAS AV.,-58.446325,-34.582434,"15",CHACARITA,"140",V,"151",V,,,,,,,,
ALVAREZ THOMAS AV.,"116",116 ALVAREZ THOMAS AV.,-58.446399,-34.582402,"15",CHACARITA,"168",V,,,,,,,,,,
ALVAREZ THOMAS AV.,"593",593 ALVAREZ THOMAS AVE,-58.450673,-34.580499,"13",COLEGIALES,"44",I,"65",I,"90",I,,,,,,
ALVAREZ THOMAS AV.,"587",587 ALVAREZ THOMAS AVE,-58.450624,-34.580522,"13",COLEGIALES,"19",I,"93",V,"140",I,,,,,,
ALVAREZ THOMAS AV.,"853",853 ALVAREZ THOMAS AV.,-58.454012,-34.579409,"13",COLEGIALES,"19",I,"65",I,,,,,,,,
ALVAREZ THOMAS AV.,"893",893 ALVAREZ THOMAS AV.,-58.454655,-34.579203,"13",COLEGIALES,"44",I,"90",I,,,,,,,,
ALVAREZ THOMAS AV.,"1213",1213 ALVAREZ THOMAS AV.,-58.458805,-34.578276,"13",COLEGIALES,"90",I,"176",I,"76",I,,,,,,
ALVAREZ THOMAS AV.,"1237",1237 ALVAREZ THOMAS AV.,-58.459227,-34.578253,"13",COLEGIALES,"19",I,"140",I,,,,,,,,
ALVAREZ THOMAS AV.,"1255",1255 ALVAREZ THOMAS AV.,-58.459359,-34.578245,"13",COLEGIALES,"44",I,"65",I,"93",V,,,,,,
MAURE,"3397",3397 MAURE,-58.449064,-34.580439,"13",COLEGIALES,"39",I,"151",V,,,,,,,,
"FREIRE, RAMON, CAP. GRAL. ","201","201 FREIRE, RAMON, CAP. GRAL.",-58.444706,-34.579218,"13",COLEGIALES,"151",I,,,,,,,,,,
CONCEPCION ARENAL,"3200","3200 ARENAL, CONCEPCION",-58.444563,-34.580928,"13",COLEGIALES,"151",I,,,,,,,,,,
CONESA,"345",CONESA  345 ,-58.443915,-34.576585,"13",COLEGIALES,"39",I,"168",I,,,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","4538","4538 DELLEPIANE, LUIS, TTE. GRAL.",-58.47215,-34.66349,"8",VILLA LUGANO,"86",V,,,,,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","4526","4526 DELLEPIANE, LUIS, TTE. GRAL.",-58.472063,-34.663342,"8",VILLA LUGANO,"56",V,,,,,,,,,,
ABRAHAM J. LUPPI,"904","904 LUPPI, ABRAHAM J.",-58.416663,-34.65089,"4",NUEVA POMPEYA,"164",I,,,,,,,,,,
TRAFUL,"3872",3872 TRAFUL,-58.415559,-34.652143,"4",NUEVA POMPEYA,"177",V,,,,,,,,,,
AMANCIO ALCORTA AV.,"4040","4040 ALCORTA, AMANCIO AV.",-58.41524,-34.65648,"4",NUEVA POMPEYA,"42",V,"46",V,,,,,,,,
MOZART,"2292",2292 MOZART,-58.469123,-34.659327,"8",VILLA LUGANO,"7",V,"101",I,,,,,,,,
MOZART,"2345",2345 MOZART,-58.468912,-34.659636,"8",VILLA LUGANO,"7",I,"101",V,,,,,,,,
MOZART,"2394",2394 MOZART,-58.468478,-34.659819,"8",VILLA LUGANO,"7",V,"101",I,,,,,,,,
SARAZA,"4201",4201 SARAZA,-58.467715,-34.660517,"8",VILLA LUGANO,"7",I,"101",V,,,,,,,,
SARAZA,"4415",4415 SARAZA,-58.469815,-34.662593,"8",VILLA LUGANO,"7",I,"101",V,,,,,,,,
SARAZA,"4270",4270 SARAZA,-58.467822,-34.660947,"8",VILLA LUGANO,"7",V,"101",I,,,,,,,,
