CALLE,ALT PLANO,DIRECCION,coord_X,coord_Y,COMUNA,BARRIO,L1,l1_sen,L2,l2_sen,L3,l3_sen,L4,l4_sen,L5,l5_sen,L6,l6_sen
SARAZA,"4446",4446 SARAZA,-58.4694,-34.662519,"8",VILLA LUGANO,"7",V,"101",I,,,,,,,,
CASTAÑARES AV.,"4751",4751 CASTA?ARES AV.,-58.472225,-34.666321,"8",VILLA LUGANO,"7",I,"101",V,,,,,,,,
CASTAÑARES AV.,"4761",4761 CASTA?ARES AV.,-58.47228,-34.666372,"8",VILLA LUGANO,"47",I,"114",I,,,,,,,,
CASTAÑARES AV.,"4810",4810 CASTA?ARES AV.,-58.472576,-34.666809,"8",VILLA LUGANO,"47",V,"114",V,,,,,,,,
CASTAÑARES AV.,"4912",4912 CASTA?ARES AV.,-58.473315,-34.667443,"8",VILLA LUGANO,"7",V,"50",V,,,,,,,,
CASTAÑARES AV.,"4968",CASTAÑARES AV. 4968,-58.473655,-34.667732,"8",VILLA LUGANO,"101",I,,,,,,,,,,
CASTAÑARES AV.,"5255",Av. CastaÃ±ares 5255,-58.47627,-34.669701,"8",VILLA LUGANO,"50",I,,,,,,,,,,
CONGRESO AV.,"2465",2465 CONGRESO AV.,-58.463303,-34.555783,"13",NUÑEZ,"41",I,,,,,,,,,,
CONGRESO AV.,"2516",2516 CONGRESO AV.,-58.463548,-34.556059,"13",BELGRANO,"169",V,,,,,,,,,,
CONGRESO AV.,"2514",2514 CONGRESO AV.,-58.464008,-34.556153,"13",NUÑEZ,"169",I,,,,,,,,,,
CONGRESO AV.,"2595",2595 CONGRESO AV.,-58.464247,-34.556278,"13",NUÑEZ,"169",I,,,,,,,,,,
CONGRESO AV.,"2716",2716 CONGRESO AV.,-58.465436,-34.557049,"13",BELGRANO,"41",V,"169",V,,,,,,,,
CONGRESO AV.,"2724",2724 CONGRESO AV.,-58.465518,-34.557092,"13",BELGRANO,"175",V,,,,,,,,,,
CONGRESO AV.,"2875",2875 CONGRESO AV.,-58.466829,-34.557627,"13",NUÑEZ,"41",I,,,,,,,,,,
CONGRESO AV.,"2881",2881 CONGRESO AV.,-58.466911,-34.55767,"13",NUÑEZ,"169",I,,,,,,,,,,
CRAMER AV.,"2920",2920 CRAMER AV.,-58.467426,-34.5577,"13",NUÑEZ,"151",V,,,,,,,,,,
CRAMER AV.,"3291",3291 CRAMER AV.,-58.470383,-34.554274,"13",NUÑEZ,"151",I,,,,,,,,,,
CRAMER AV.,"3308",3308 CRAMER AV.,-58.470961,-34.554062,"13",NUÑEZ,"151",V,,,,,,,,,,
CRAMER AV.,"3585",3585 CRAMER,-58.472536,-34.5516,"13",NUÑEZ,"151",I,,,,,,,,,,
CRISOLOGO LARRALDE AV.,"2595","2595 LARRALDE, CRISOLOGO AV.",-58.470062,-34.549943,"12",SAAVEDRA,"29",I,"130",I,,,,,,,,
CRISOLOGO LARRALDE AV.,"2375","2375 LARRALDE, CRISOLOGO AV.",-58.4679,-34.54874,"13",NUÑEZ,"29",I,"130",I,,,,,,,,
RAMALLO,"2104",2104 RAMALLO,-58.469638,-34.541675,"13",NUÑEZ,"130",V,,,,,,,,,,
RAMALLO,"1620",1620 RAMALLO,-58.465378,-34.539397,"13",NUÑEZ,"130",V,"28",V,,,,,,,,
CRAMER,"316",316 CRAMER,-58.443262,-34.575882,"13",COLEGIALES,"39",V,,,,,,,,,,
CRAMER,"8",8 CRAMER,-58.440115,-34.578478,"13",COLEGIALES,"39",V,,,,,,,,,,
DEL LIBERTADOR AV.,"6111",6111 DEL LIBERTADOR AV.,-58.44859,-34.55558,"13",BELGRANO,"15",I,"29",I,"130",I,,,,,,
DEL LIBERTADOR AV.,"6381",6381 DEL LIBERTADOR AVE,-58.45063,-34.55323,"13",BELGRANO,"15",I,"29",I,"130",I,,,,,,
DEL LIBERTADOR AV.,"6711",6711 DEL LIBERTADOR AV.,-58.45311,-34.55026,"13",BELGRANO,"15",I,"29",I,"130",I,,,,,,
DEL LIBERTADOR AV.,"6670",6670 DEL LIBERTADOR AV.,-58.45288,-34.55077,"13",BELGRANO,"15",V,"29",V,,,,,,,,
DEL LIBERTADOR AV.,"6490",6490 DEL LIBERTADOR AV.,-58.45151,-34.55242,"13",BELGRANO,"15",V,"29",V,"130",V,"107",V,,,,
DEL LIBERTADOR AV.,"6270",6270 DEL LIBERTADOR AV.,-58.44998,-34.55415,"13",BELGRANO,"15",V,"29",V,"130",V,,,,,,
DEL LIBERTADOR AV.,"5980",5980 DEL LIBERTADOR AV.,-58.44765,-34.55689,"13",BELGRANO,"130",V,,,,,,,,,,
ECHEVERRIA,"1360",1360 ECHEVERRIA,-58.445602,-34.556936,"13",BELGRANO,"130",V,"42",I,,,,,,,,
ECHEVERRIA,"1114",1114 ECHEVERRIA,-58.443138,-34.55546,"13",BELGRANO,"42",I,"130",V,,,,,,,,
JURAMENTO,"1293",1293 JURAMENTO,-58.445444,-34.555304,"13",BELGRANO,"42",V,"130",I,,,,,,,,
MENDOZA,"1426",1426 MENDOZA,-58.447545,-34.555205,"13",BELGRANO,"107",I,,,,,,,,,,
MENDOZA,"1250",1250 MENDOZA,-58.445947,-34.554256,"13",BELGRANO,"107",I,,,,,,,,,,
MENDOZA,"902",902 MENDOZA,-58.441968,-34.551909,"13",BELGRANO,"107",I,,,,,,,,,,
ECHEVERRIA,"955",955 ECHEVERRIA,-58.440836,-34.553976,"13",BELGRANO,"42",V,"130",I,,,,,,,,
ECHEVERRIA,"920",920 ECHEVERRIA,-58.440859,-34.554101,"13",BELGRANO,"42",I,"130",V,,,,,,,,
ECHEVERRIA,"871",871 ECHEVERRIA,-58.439917,-34.553426,"13",BELGRANO,"42",V,"130",I,,,,,,,,
MONROE AV.,"1575",1575 MONROE,-58.451818,-34.553411,"13",BELGRANO,"107",V,,,,,,,,,,
MONROE AV.,"1785",1785 MONROE,-58.454076,-34.55475,"13",BELGRANO,"107",V,,,,,,,,,,
MONROE AV.,"2085",2085 MONROE,-58.45694,-34.556347,"13",BELGRANO,"107",V,,,,,,,,,,
MONROE AV.,"2385",2385 MONROE,-58.459626,-34.558048,"13",BELGRANO,"107",V,,,,,,,,,,
MONROE AV.,"2395",2395 MONROE,-58.459721,-34.558105,"13",BELGRANO,"114",I,,,,,,,,,,
ECHEVERRIA,"763",763 ECHEVERRIA,-58.438522,-34.55273,"13",BELGRANO,"42",I,"130",V,"107",I,,,,,,
DR. GERARDO ARMAUER HANSEN,"1730","1730 ARMAUER HANSEN, GERARDO, DR.",-58.43553,-34.554428,"13",BELGRANO,"130",I,,,,,,,,,,
LA PAMPA,"666",666 LA PAMPA,-58.435704,-34.553906,"13",BELGRANO,"130",V,,,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"7212","7212 FIGUEROA ALCORTA, PRES. AV.",-58.444798,-34.547473,"13",BELGRANO,"42",V,"107",V,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"7504","7504 FIGUEROA ALCORTA, PRES. AV.",-58.448196,-34.546961,"13",BELGRANO,"42",V,"107",V,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"7507","7507 FIGUEROA ALCORTA, PRES. AV.",-58.448134,-34.546885,"13",BELGRANO,"42",I,,,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"7660","7660 FIGUEROA ALCORTA, PRES. AV.",-58.450558,-34.546683,"13",BELGRANO,"42",V,"107",V,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"7745","7745 FIGUEROA ALCORTA, PRES. AV.",-58.451616,-34.546311,"13",BELGRANO,"42",I,,,,,,,,,,
GUILLERMO UDAONDO AV.,"1140","1140 UDAONDO, GUILLERMO AV.",-58.451216,-34.54539,"13",BELGRANO,"42",I,"28",I,,,,,,,,
VELEZ SARSFIELD AV.,"1199",1199 VELEZ SARSFIELD AV.,-58.389373,-34.647954,"4",BARRACAS,"37",I,"46",I,,,,,,,,
VELEZ SARSFIELD AV.,"1321",1321 VELEZ SARSFIELD AV.,-58.389175,-34.650433,"4",BARRACAS,"46",I,,,,,,,,,,
VELEZ SARSFIELD AV.,"1361",1361 VELEZ SARSFIELD AV.,-58.389148,-34.650764,"4",BARRACAS,"37",I,"79",I,,,,,,,,
VELEZ SARSFIELD AV.,"1691",1691 VELEZ SARSFIELD AV.,-58.388775,-34.655461,"4",BARRACAS,"37",I,"79",I,,,,,,,,
VELEZ SARSFIELD AV.,"1897",1897 VELEZ SARSFIELD AV.,-58.388564,-34.658094,"4",BARRACAS,"20",I,"45",I,,,,,,,,
VELEZ SARSFIELD AV.,"1933",1933 VELEZ SARSFIELD AV.,-58.388483,-34.658784,"4",BARRACAS,"37",I,"79",I,,,,,,,,
VELEZ SARSFIELD AV.,"1842",1842 VELEZ SARSFIELD AVE,-58.388419,-34.657285,"4",BARRACAS,"45",V,"79",I,,,,,,,,
VELEZ SARSFIELD AV.,"1826",1826 VELEZ SARSFIELD AVE,-58.388429,-34.657162,"4",BARRACAS,"20",V,"37",V,,,,,,,,
VELEZ SARSFIELD AV.,"1638",1638 VELEZ SARSFIELD AV.,-58.388661,-34.654229,"4",BARRACAS,"37",V,"45",V,"79",V,,,,,,
VELEZ SARSFIELD AV.,"1350",1350 VELEZ SARSFIELD AV.,-58.388924,-34.65048,"4",BARRACAS,"46",V,,,,,,,,,,
VELEZ SARSFIELD AV.,"1320",1320 VELEZ SARSFIELD AV.,-58.388975,-34.649955,"4",BARRACAS,"37",V,"79",I,,,,,,,,
VELEZ SARSFIELD AV.,"1150",1150 VELEZ SARSFIELD AV.,-58.389157,-34.648008,"4",BARRACAS,"37",V,"46",V,"79",I,,,,,,
VELEZ SARSFIELD AV.,"688",688 VELEZ SARSFIELD AV.,-58.389582,-34.642689,"4",BARRACAS,"46",V,"90",I,,,,,,,,
VELEZ SARSFIELD AV.,"602",602 VELEZ SARSFIELD AV.,-58.389654,-34.642036,"4",BARRACAS,"37",V,"59",I,,,,,,,,
VELEZ SARSFIELD AV.,"689",689 VELEZ SARSFIELD AV.,-58.389802,-34.642647,"4",BARRACAS,"46",I,"118",V,,,,,,,,
VELEZ SARSFIELD AV.,"687",687 VELEZ SARSFIELD AV.,-58.389724,-34.642675,"4",BARRACAS,"37",I,"59",V,,,,,,,,
GRAL. IRIARTE AV.,"3393","3393 IRIARTE, GRAL. AV.",-58.394943,-34.651438,"4",BARRACAS,"46",I,"70",V,,,,,,,,
GRAL. IRIARTE AV.,"3801","3801 IRIARTE, GRAL. AV.",-58.400943,-34.651038,"4",BARRACAS,"46",I,,,,,,,,,,
GRAL. IRIARTE AV.,"3851","3851 IRIARTE, GRAL. AV.",-58.400705,-34.651014,"4",BARRACAS,"70",V,,,,,,,,,,
GRAL. IRIARTE AV.,"3800","3800 IRIARTE, GRAL. AV.",-58.400919,-34.651228,"4",BARRACAS,"46",V,"70",I,,,,,,,,
GRAL. IRIARTE AV.,"3420","3420 IRIARTE, GRAL. AV.",-58.395686,-34.651594,"4",BARRACAS,"46",V,"70",I,,,,,,,,
GRAL. IRIARTE AV.,"3202","3202 IRIARTE, GRAL. AV.",-58.39239,-34.651425,"4",BARRACAS,"46",V,"70",I,,,,,,,,
GRAL. IRIARTE AV.,"3018","3018 IRIARTE, GRAL. AV.",-58.389452,-34.651261,"4",BARRACAS,"70",I,,,,,,,,,,
CRAMER AV.,"1722",1722 CRAMER AV.,-58.458021,-34.568704,"13",BELGRANO,"113",I,"151",V,,,,,,,,
CRAMER AV.,"1785",1785 CRAMER AV.,-58.458618,-34.567698,"13",BELGRANO,"113",V,"151",I,,,,,,,,
CRAMER AV.,"1871",1871 CRAMER AV.,-58.459428,-34.566775,"13",BELGRANO,"151",I,,,,,,,,,,
CRAMER AV.,"1910",1910 CRAMER AV.,-58.459835,-34.566603,"13",BELGRANO,"113",I,"151",V,,,,,,,,
PIEDRA BUENA AV.,"3110",3110 PIEDRA BUENA AV.,-58.495423,-34.670262,"8",VILLA LUGANO,"80",V,,,,,,,,,,
CRAMER AV.,"2091",2091 CRAMER AV.,-58.460589,-34.565436,"13",BELGRANO,"151",I,,,,,,,,,,
PIEDRA BUENA AV.,"3130",3130 PIEDRA BUENA AV.,-58.495204,-34.670489,"8",VILLA LUGANO,"145",V,,,,,,,,,,
CRAMER AV.,"2130",2130 CRAMER AV.,-58.461602,-34.564565,"13",BELGRANO,"151",V,,,,,,,,,,
MENDOZA,"2904",2904 MENDOZA,-58.462348,-34.563997,"13",BELGRANO,"67",V,,,,,,,,,,
CRAMER AV.,"2325",2325 CRAMER AV.,-58.462979,-34.562678,"13",BELGRANO,"151",I,,,,,,,,,,
CRAMER AV.,"2441",2441 CRAMER AV.,-58.464103,-34.561387,"13",BELGRANO,"151",I,,,,,,,,,,
CRAMER AV.,"2532",2532 CRAMER AV.,-58.464773,-34.560789,"13",BELGRANO,"151",V,,,,,,,,,,
MONROE AV.,"2682",2682 MONROE,-58.462586,-34.559757,"13",BELGRANO,"107",V,"114",I,,,,,,,,
MONROE AV.,"2671",2671 MONROE,-58.462374,-34.559677,"13",BELGRANO,"133",V,,,,,,,,,,
CABILDO AV.,"2520",2520 CABILDO AV.,-58.460512,-34.557797,"13",BELGRANO,"29",V,"41",V,"60",V,,,,,,
CABILDO AV.,"2520",2520 CABILDO AV.,-58.460278,-34.558065,"13",BELGRANO,"59",V,"152",V,"161",V,,,,,,
CABILDO AV.,"2460",2460 CABILDO AVE,-58.459663,-34.558662,"13",BELGRANO,"68",V,"168",V,"184",V,,,,,,
CABILDO AV.,"2427",2427 CABILDO AV,-58.459327,-34.558857,"13",BELGRANO,"161",I,"168",I,,,,,,,,
CABILDO AV.,"2363",2363 CABILDO AV.,-58.458746,-34.55945,"13",BELGRANO,"41",I,"68",I,,,,,,,,
CABILDO AV.,"2349",2349 CABILDO AV.,-58.458644,-34.55957,"13",BELGRANO,"29",I,"60",I,,,,,,,,
CABILDO AV.,"2323",2323 CABILDO AV.,-58.458422,-34.55982,"13",BELGRANO,"59",I,"152",I,,,,,,,,
CABILDO AV.,"2230",2230 CABILDO AV.,-58.458289,-34.56036,"13",BELGRANO,"60",V,"29",V,,,,,,,,
CABILDO AV.,"2252",2252 CABILDO AV.,-58.458029,-34.56066,"13",BELGRANO,"41",V,"59",V,"161",V,,,,,,
CABILDO AV.,"2210",2210 CABILDO AV.,-58.457743,-34.561,"13",BELGRANO,"152",V,"68",V,,,,,,,,
PIEDRA BUENA AV.,"3151",3151 PIEDRA BUENA AV.,-58.495435,-34.670525,"8",VILLA LUGANO,"80",I,"145",I,,,,,,,,
PIEDRA BUENA AV.,"3153",PIEDRA BUENA AV. 3153,-58.494698,-34.671032,"8",VILLA LUGANO,"50",V,"185",V,,,,,,,,
PIEDRA BUENA AV.,"3161",3161 PIEDRA BUENA AV.,-58.495208,-34.670793,"8",VILLA LUGANO,"185",V,"50",V,,,,,,,,
PIEDRA BUENA AV.,"3198",PIEDRA BUENA AV. 3198,-58.494572,-34.671263,"8",VILLA LUGANO,"50",I,"185",I,,,,,,,,
PIEDRA BUENA AV.,"3250",PIEDRA BUENA AV. 3250,-58.494131,-34.671613,"8",VILLA LUGANO,"80",V,"145",V,,,,,,,,
CABILDO AV.,"2171",2171 CABILDO AV.,-58.457172,-34.56129,"13",BELGRANO,"57",I,"194",I,,,,,,,,
PIEDRA BUENA AV.,"3279",PIEDRA BUENA AV. 3279,-58.493741,-34.672216,"8",VILLA LUGANO,"80",I,"145",I,,,,,,,,
PIEDRA BUENA AV.,"3283",PIEDRA BUENA AV. 3283,-58.494428,-34.672265,"8",VILLA LUGANO,"50",V,"185",V,,,,,,,,
PIEDRA BUENA AV.,"3284",PIEDRA BUENA AV. 3284,-58.493667,-34.672098,"8",VILLA LUGANO,"50",I,"185",I,,,,,,,,
PIEDRA BUENA AV.,"3376",3376 PIEDRA BUENA AV.,-58.492576,-34.673219,"8",VILLA LUGANO,"185",I,,,,,,,,,,
ZELARRAYAN,"6360",6360 ZELARRAYAN,-58.485598,-34.679377,"8",VILLA LUGANO,"80",I,"185",V,,,,,,,,
ZELARRAYAN,"5710",5700 ZELARRAYAN,-58.479641,-34.674221,"8",VILLA LUGANO,"185",V,"80",I,,,,,,,,
AQUINO,"5995",5995 AQUINO,-58.479807,-34.676868,"8",VILLA LUGANO,"185",I,"80",V,,,,,,,,
AQUINO,"6199",6199 AQUINO,-58.481689,-34.678474,"8",VILLA LUGANO,"185",I,,,,,,,,,,
AQUINO,"6393",6393 AQUINO,-58.48338,-34.679918,"8",VILLA LUGANO,"185",I,,,,,,,,,,
AQUINO,"6499",6499 AQUINO,-58.48431,-34.680712,"8",VILLA LUGANO,"185",I,,,,,,,,,,
BARCA CABO DE HORNOS,"6710",6710 BARCA CABO DE HORNOS,-58.491072,-34.67978,"8",VILLA LUGANO,"185",V,,,,,,,,,,
BARCA CABO DE HORNOS,"6518",6518 BARCA CABO DE HORNOS,-58.489092,-34.679349,"8",VILLA LUGANO,"185",V,,,,,,,,,,
2 DE ABRIL DE 1982,"6451",6451 2 DE ABRIL DE 1982,-58.489763,-34.676759,"8",VILLA LUGANO,"50",I,"185",I,,,,,,,,
MONTIEL,"3836",3837 MONTIEL,-58.493161,-34.676595,"8",VILLA LUGANO,"50",I,,,,,,,,,,
MONTIEL,"4011",4010 MONTIEL,-58.491017,-34.678374,"8",VILLA LUGANO,"185",I,,,,,,,,,,
2 DE ABRIL DE 1982,"6420",6420 2 DE ABRIL DE 1982,-58.489754,-34.676905,"8",VILLA LUGANO,"50",V,,,,,,,,,,
LUNA,"1509",1509 LUNA,-58.395448,-34.65179,"4",BARRACAS,"70",V,"90",V,,,,,,,,
AGUSTIN MAGALDI,"1810","1810 MAGALDI, AGUSTIN",-58.391796,-34.656941,"4",BARRACAS,"70",I,,,,,,,,,,
IGUAZU,"1489",1489 IGUAZU,-58.403371,-34.654221,"4",NUEVA POMPEYA,"46",I,"70",V,,,,,,,,
IGUAZU,"1516",1516 IGUAZU,-58.403108,-34.654714,"4",NUEVA POMPEYA,"46",V,"70",I,"90",I,,,,,,
AMANCIO ALCORTA AV.,"2014","2014 ALCORTA, AMANCIO AV.",-58.390213,-34.640431,"4",BARRACAS,"46",V,,,,,,,,,,
JUAN B. JUSTO AV.,"955","955 JUSTO, JUAN B. AV.",-58.429495,-34.58123,"14",PALERMO,"166",I,"34",I,,,,,,,,
JUAN B. JUSTO AV.,"1463","1463 JUSTO, JUAN B. AV.",-58.434446,-34.585,"14",PALERMO,"166",I,"34",I,,,,,,,,
CORDOBA AV.,"5741",5741 CORDOBA AV.,-58.441529,-34.586244,"14",PALERMO,"151",I,"168",I,,,,,,,,
CORDOBA AV.,"5957",5957 CORDOBA AV.,-58.443993,-34.584949,"14",PALERMO,"39",I,,,,,,,,,,
CNEL. NICETO VEGA AV.,"6004","6004 VEGA, NICETO, CNEL. AV.",-58.443813,-34.583697,"14",PALERMO,"168",V,"151",V,,,,,,,,
CNEL. NICETO VEGA AV.,"5722","5722 VEGA, NICETO, CNEL. AV.",-58.440718,-34.585866,"14",PALERMO,"151",V,"168",V,,,,,,,,
CNEL. NICETO VEGA AV.,"5714","5714 VEGA, NICETO, CNEL. AV.",-58.440648,-34.585915,"14",PALERMO,"108",V,"140",V,,,,,,,,
DR. EMILIO RAVIGNANI,"1597","1599 RAVIGNANI, EMILIO, DR.",-58.440527,-34.582791,"14",PALERMO,"39",V,,,,,,,,,,
GORRITI,"5712",5712 GORRITI,-58.438453,-34.584041,"14",PALERMO,"39",V,,,,,,,,,,
FITZ ROY,"1512",1512 FITZ ROY,-58.437986,-34.585548,"14",PALERMO,"108",I,,,,,,,,,,
HONDURAS,"5693",5693 HONDURAS,-58.437152,-34.58343,"14",PALERMO,"39",I,,,,,,,,,,
BONPLAND,"1675",1675 BONPLAND,-58.437573,-34.583618,"14",PALERMO,"93",I,"111",V,,,,,,,,
EL SALVADOR,"6097",6097 EL SALVADOR,-58.440345,-34.579183,"14",PALERMO,"39",I,,,,,,,,,,
ARGENTINA AV.,"4915",4915 ARGENTINA AV.,-58.4678,-34.671986,"8",VILLA LUGANO,"114",V,"143",I,,,,,,,,
SOMELLERA,"5110",5110 SOMELLERA,-58.471291,-34.671548,"8",VILLA LUGANO,"143",V,,,,,,,,,,
ALBARIÑO,"1481",ALBARIÑO 1481,-58.494674,-34.651824,"9",MATADEROS,"47",I,,,,,,,,,,
ALBARIÑO,"1997",ALBARIÑO 1997,-58.489059,-34.656175,"9",MATADEROS,"8",I,,,,,,,,,,
CORVALAN,"3211",3211 CORVALAN,-58.473013,-34.667474,"8",VILLA LUGANO,"47",I,"114",I,,,,,,,,
CORVALAN,,3489 CORVALAN,-58.469852,-34.669931,"8",VILLA LUGANO,"47",I,,,,,,,,,,
RIESTRA AV.,"5083",5083 RIESTRA AV.,-58.469657,-34.671918,"8",VILLA LUGANO,"47",I,,,,,,,,,,
RIESTRA AV.,"5737",5737 RIESTRA AV.,-58.475768,-34.677555,"8",VILLA LUGANO,"80",I,"117",I,,,,,,,,
RIESTRA AV.,"5741",5741 RIESTRA AV.,-58.475842,-34.67762,"8",VILLA LUGANO,"143",I,,,,,,,,,,
RIESTRA AV.,"5987",5987 RIESTRA AV.,-58.477304,-34.678894,"8",VILLA LUGANO,"80",I,"143",I,,,,,,,,
RIESTRA AV.,"6199",6199 RIESTRA AV.,-58.479267,-34.680603,"8",VILLA LUGANO,"80",I,"143",I,,,,,,,,
RIESTRA AV.,"6002",6002 RIESTRA AV.,-58.477477,-34.679343,"8",VILLA LUGANO,"80",V,"143",V,,,,,,,,
RIESTRA AV.,"5716",5716 RIESTRA AV.,-58.475367,-34.677505,"8",VILLA LUGANO,"80",V,"117",V,,,,,,,,
RIESTRA AV.,"5712",5712 RIESTRA AV.,-58.475292,-34.677439,"8",VILLA LUGANO,"143",V,,,,,,,,,,
RIESTRA AV.,"5528",5528 RIESTRA AV.,-58.473662,-34.675921,"8",VILLA LUGANO,"80",V,"117",V,,,,,,,,
RIESTRA AV.,"5520",5520 RIESTRA AV.,-58.473471,-34.675746,"8",VILLA LUGANO,"143",V,,,,,,,,,,
AQUINO,"5031",5031 AQUINO,-58.471905,-34.670056,"8",VILLA LUGANO,"114",I,"143",I,,,,,,,,
AQUINO,"5055",5055 AQUINO,-58.472078,-34.670218,"8",VILLA LUGANO,"7",I,"101",V,,,,,,,,
AQUINO,"5279",5279 AQUINO,-58.47366,-34.671706,"8",VILLA LUGANO,"7",I,"101",V,,,,,,,,
AQUINO,"5483",5483 AQUINO,-58.475566,-34.67349,"8",VILLA LUGANO,"143",I,,,,,,,,,,
AQUINO,"5675",5675 AQUINO,-58.477329,-34.675084,"8",VILLA LUGANO,"143",I,"185",I,,,,,,,,
AQUINO,"5685",5685 AQUINO,-58.477412,-34.675205,"8",VILLA LUGANO,"80",V,,,,,,,,,,
SOMELLERA,"5700",5700 SOMELLERA,-58.476658,-34.676553,"8",VILLA LUGANO,"185",I,"56",V,,,,,,,,
SOMELLERA,"5464",5464 SOMELLERA,-58.47415,-34.674241,"8",VILLA LUGANO,"143",V,,,,,,,,,,
MURGUIONDO,"4057",4057 MURGUIONDO,-58.477013,-34.675987,"8",VILLA LUGANO,"117",I,"185",V,,,,,,,,
MURGUIONDO,"4075",4075 MURGUIONDO,-58.476967,-34.676022,"8",VILLA LUGANO,"143",I,,,,,,,,,,
MURGUIONDO,"4087",4087 MURGUIONDO,-58.476806,-34.676147,"8",VILLA LUGANO,"80",I,"145",I,,,,,,,,
MURGUIONDO,"4273",4273 MURGUIONDO,-58.474847,-34.677652,"8",VILLA LUGANO,"145",I,,,,,,,,,,
JOSE BARROS PAZOS,"6002","6002 BARROS PAZOS, JOSE",-58.473701,-34.682273,"8",VILLA LUGANO,"117",V,"185",I,,,,,,,,
CAFAYATE,"4508",4508 CAFAYATE,-58.473623,-34.680905,"8",VILLA LUGANO,"117",V,"185",I,,,,,,,,
CAFAYATE,"4250",4250 CAFAYATE,-58.476505,-34.678674,"8",VILLA LUGANO,"117",V,"185",I,,,,,,,,
JOSE IGNACIO RUCCI,"4397","4397 RUCCI, JOSE IGNACIO",-58.475776,-34.68042,"8",VILLA LUGANO,"117",I,"185",V,,,,,,,,
JOSE IGNACIO RUCCI,"4585","4585 RUCCI, JOSE IGNACIO",-58.473732,-34.681998,"8",VILLA LUGANO,"117",I,"185",V,,,,,,,,
CNEL. MARTINIANO CHILAVERT,"6081","6081 CHILAVERT, MARTINIANO, CORONEL",-58.473066,-34.683868,"8",VILLA LUGANO,"117",I,"185",V,,,,,,,,
LISANDRO DE LA TORRE AV.,"2110","2110 DE LA TORRE, LISANDRO AV.",-58.504292,-34.659056,"9",MATADEROS,"63",V,"180",V,,,,,,,,
LISANDRO DE LA TORRE AV.,"2132","2132 DE LA TORRE, LISANDRO AV.",-58.504092,-34.659226,"9",MATADEROS,"80",V,,,,,,,,,,
UNANUE,"6477",6477 UNANUE,-58.478708,-34.684708,"8",VILLA LUGANO,"145",I,"143",I,,,,,,,,
PIEDRA BUENA AV.,"3376",3376 PIEDRA BUENA AV.,-58.492576,-34.673214,"8",VILLA LUGANO,"50",I,"80",V,"145",V,,,,,,
DE LOS CONSTITUYENTES AV.,"4308",4308 DE LOS CONSTITUYENTES AV.,-58.49048,-34.583457,"12",VILLA PUEYRREDON,"111",V,,,,,,,,,,
RIVADAVIA AV.,"7782",7782 RIVADAVIA AV.,-58.47417,-34.632083,"10",FLORESTA,"136",V,"163",V,,,,,,,,
LA PAMPA,"5806",5806 LA PAMPA,-58.487207,-34.583959,"15",PARQUE CHAS,"108",V,"176",V,,,,,,,,
LA PAMPA,"5410",5410 LA PAMPA,-58.483266,-34.581672,"15",PARQUE CHAS,"108",V,"176",V,,,,,,,,
RIVADAVIA AV.,"7908",7908 RIVADAVIA AV.,-58.475816,-34.632483,"10",FLORESTA,"8",V,"86",V,,,,,,,,
RIVADAVIA AV.,"7944",7944 RIVADAVIA AV.,-58.476027,-34.632534,"10",FLORESTA,"88",V,"92",V,,,,,,,,
RIVADAVIA AV.,"7961",7961 RIVADAVIA AV.,-58.476377,-34.632361,"10",FLORESTA,"1",I,"2",I,,,,,,,,
RIVADAVIA AV.,"7962",7962 RIVADAVIA AV.,-58.476223,-34.632582,"10",FLORESTA,"1",V,,,,,,,,,,
LA PAMPA,"5030",5030 LA PAMPA,-58.479431,-34.579445,"15",PARQUE CHAS,"108",V,"176",V,,,,,,,,
RIVADAVIA AV.,"7967",7967 RIVADAVIA AV.,-58.476472,-34.632384,"10",FLORESTA,"8",I,"86",I,"96",I,,,,,,
RIVADAVIA AV.,"7985",7985 RIVADAVIA AV.,-58.476652,-34.632428,"10",FLORESTA,"63",I,,,,,,,,,,
LA PAMPA,"4988",4988 LA PAMPA,-58.478436,-34.578859,"15",VILLA ORTUZA,"90",V,,,,,,,,,,
RIVADAVIA AV.,"8022",8022 RIVADAVIA AV.,-58.477129,-34.632796,"10",FLORESTA,"96",V,"113",V,,,,,,,,
LA PAMPA,"4540",4540 LA PAMPA,-58.475007,-34.576914,"15",VILLA ORTUZA,"90",V,,,,,,,,,,
GRAL. MARIANO ACHA,"1795","1795 ACHA, MARIANO, GRAL.",-58.473451,-34.576294,"15",VILLA ORTUZA,"93",V,,,,,,,,,,
LA PAMPA,"4320",4320 LA PAMPA,-58.472985,-34.575762,"15",VILLA ORTUZA,"140",V,"90",V,,,,,,,,
LA PAMPA,"4306",4306 LA PAMPA,-58.47292,-34.575727,"15",VILLA ORTUZA,"90",V,,,,,,,,,,
RIVADAVIA AV.,"8047",8047 RIVADAVIA AV.,-58.477369,-34.632605,"10",FLORESTA,"113",I,,,,,,,,,,
